,Open,High,Low,Close,Adj Close,Volume
0,278.7409973144531,280.3919982910156,276.3659973144531,279.5849914550781,279.5849914550781,42484800
1,279.74200439453125,279.9280090332031,260.7099914550781,260.9970092773437,260.9970092773437,58533000
2,261.1159973144531,267.00299072265625,260.4679870605469,265.0830078125,265.0830078125,23789600
3,265.4779968261719,267.0320129394531,262.59600830078125,264.4700012207031,264.4700012207031,20979400
4,264.3420104980469,270.385986328125,264.093994140625,270.385986328125,270.385986328125,25433900
5,270.5979919433594,270.6730041503906,265.468994140625,266.3760070800781,266.3760070800781,26815400
6,266.1830139160156,266.23199462890625,262.84100341796875,264.0799865722656,264.0799865722656,27685500
7,264.1319885253906,267.46600341796875,261.4779968261719,265.67999267578125,265.67999267578125,27091200
8,265.52899169921875,266.6669921875,261.2959899902344,261.5509948730469,261.5509948730469,19321100
9,261.8659973144531,262.44000244140625,257.0409851074219,258.5069885253906,258.5069885253906,29717000
10,258.489990234375,260.5050048828125,257.11700439453125,257.9760131835937,257.9760131835937,21617900
11,257.9259948730469,257.9930114746094,211.07899475097656,211.07899475097656,211.07899475097656,42147200
12,225.67100524902344,237.40899658203125,222.76600646972656,226.6840057373047,226.6840057373047,60869200
13,226.8990020751953,237.3650054931641,226.8990020751953,235.3500061035156,235.3500061035156,32275000
14,235.35499572753903,236.4320068359375,231.7239990234375,232.56900024414065,232.56900024414065,23173800
15,232.66200256347656,234.95700073242188,222.70399475097656,230.38999938964844,230.38999938964844,23205900
16,230.37600708007807,232.7050018310547,225.5800018310547,228.16900634765625,228.16900634765625,18406600
17,228.11199951171875,228.13900756835935,210.4429931640625,210.4949951171875,210.4949951171875,59220700
18,210.0679931640625,226.3209991455078,199.56700134277344,221.60899353027344,221.60899353027344,61089200
19,222.0760040283203,231.18299865722656,220.20399475097656,225.83099365234372,225.83099365234372,31808000
20,226.0500030517578,228.64300537109372,223.6840057373047,224.7689971923828,224.7689971923828,21905400
21,224.7010040283203,235.218994140625,220.92599487304688,231.39599609375,231.39599609375,31336600
22,231.5489959716797,233.2220001220703,227.3300018310547,229.77999877929688,229.77999877929688,17142500
23,229.8950042724609,232.0679931640625,226.2469940185547,228.7610015869141,228.7610015869141,19412600
24,229.11399841308597,231.95599365234372,225.9149932861328,230.05599975585935,230.05599975585935,20710700
25,230.2559967041016,231.21600341796875,226.8600006103516,228.1210021972656,228.1210021972656,20575200
26,228.0269927978516,230.57699584960935,226.4750061035156,229.28399658203125,229.28399658203125,18760400
27,229.32400512695312,229.60499572753903,226.66700744628903,227.18299865722656,227.18299865722656,17482000
28,227.21499633789065,230.8999938964844,227.05099487304688,230.29800415039065,230.29800415039065,20962400
29,230.19900512695312,236.14300537109372,229.4429931640625,235.0189971923828,235.0189971923828,20671400
30,234.8699951171875,242.91200256347656,234.68099975585935,239.83999633789065,239.83999633789065,25473700
31,239.9340057373047,242.1060028076172,238.7220001220703,239.8470001220703,239.8470001220703,21192200
32,239.8459930419922,245.781005859375,239.6779937744141,243.60699462890625,243.60699462890625,26879200
33,243.4149932861328,244.4160003662109,237.8209991455078,238.16799926757807,238.16799926757807,23635700
34,238.33599853515625,241.29299926757807,235.7910003662109,238.4770050048828,238.4770050048828,21215500
35,238.32899475097656,241.16900634765625,238.32899475097656,240.10699462890625,240.10699462890625,19224700
36,239.85499572753903,240.12399291992188,234.7539978027344,235.22900390625,235.22900390625,17962600
37,235.24200439453125,235.93499755859372,229.33200073242188,230.51199340820312,230.51199340820312,18478800
38,230.60899353027344,232.44000244140625,227.96099853515625,230.6439971923828,230.6439971923828,20997800
39,230.49200439453125,259.1820068359375,229.82200622558597,230.3040008544922,230.3040008544922,19177800
40,230.25,231.21499633789065,227.4019927978516,229.09100341796875,229.09100341796875,20144200
41,229.0760040283203,230.28500366210935,228.92599487304688,229.80999755859372,229.80999755859372,18935400
42,233.52099609375,234.35299682617188,232.18499755859372,232.9750061035156,232.9750061035156,20242200
